SlNo,Slide_No,State,District,Slide_Name,Latitude,Longitude,History,event_date,rainfall_mm
23027,MIZ/KOL/2023/159,Mizoram,Kolasib,,23.047500610351562,92.67166667,"12 September 2023, 2016. 2019",2023-09-12,37.2799993082881
23028,MIZ/KOL/2023/160,Mizoram,Kolasib,,23.05222222,92.67027778,12 September 2023,2023-09-12,37.2799993082881
23030,MIZ/KOL/2023/162,Mizoram,Kolasib,,23.03016667,92.67336111,12 September 2023,2023-09-12,37.2799993082881
23031,MIZ/KOL/2023/163,Mizoram,Kolasib,,23.02280556,92.67255556,17 September 2023,2023-09-17,50.70999872125685
23032,MIZ/KOL/2023/164,Mizoram,Kolasib,,23.00638889,92.67691667,23 July 2023,2023-07-23,9.839999774470925
23037,MIZ/KOL/2023/169,Mizoram,Kolasib,,23.91777778,92.73805556,27 September 2023,2023-09-27,6.804999828338623
23038,MIZ/KOL/2023/170,Mizoram,Kolasib,,23.89638889,92.73638889,27 September 2023,2023-09-27,2.959999866783619
23095,MIZ/AZL/2024/227,Mizoram,Aizawl,,23.73305556,92.75,22 July 2024,2024-07-22,9.439999759197235
23099,MIZ/AZL/2024/231,Mizoram,Aizawl,,23.74916667,92.73750305175781,30 June 2024,2024-06-30,84.88999870419502
23105,MIZ/AZL/2024/237,Mizoram,Aizawl,,23.76388889,92.73388889,26 September 2024,2024-09-26,4.5999998757615685
23109,MIZ/AZL/2024/241,Mizoram,Aizawl,,23.73888889,92.71472222,21 August 2024,2024-08-21,38.859999446198344
23117,MIZ/AZL/2024/249,Mizoram,Aizawl,,23.74194444,92.71305556,21 August 2024,2024-08-21,38.859999446198344
23118,MIZ/AZL/2024/250,Mizoram,Aizawl,,23.74388889,92.71222222,20 July 2024,2024-07-20,38.23999936878681
23129,MIZ/AZL/2024/262,Mizoram,Aizawl,,23.69777778,92.71944444,20 September 2024,2024-09-20,1.1449999511241913
23130,MIZ/AZL/2024/263,Mizoram,Aizawl,,23.69972222,92.71749877929688,20 June 2024,2024-06-20,0.6999999582767487
23140,MIZ/AZL/2024/273,Mizoram,Aizawl,,23.69361111,92.72250366210938,28 June 2024,2024-06-28,1.4849999248981476
23172,MIZ/AZL/2024/307,Mizoram,Aizawl,,23.58694444,92.81749725341797,25 August 2024,2024-08-25,13.479999780654907
23210,MIZ/AZL/2024/345,Mizoram,Aizawl,,23.61583333,92.79111111,23 September 2023,2023-09-23,1.694999948143959
23215,MIZ/AZL/2024/351,Mizoram,Aizawl,,23.62361111,92.78888889,28 August 2024,2024-08-28,4.404999913647771
23222,MIZ/AZL/2024/358,Mizoram,Aizawl,,23.60111111,92.75888889,26 May 2024,2024-05-26,68.75999888032675
23251,MIZ/AZL/2024/387,Mizoram,Aizawl,,23.5625,92.70777778,25 August 2024,2024-08-25,9.259999834001064
23252,MIZ/AZL/2024/388,Mizoram,Aizawl,,23.56555556,92.7074966430664,19 July 2024,2024-07-19,5.914999817498028
23265,MIZ/AZL/2024/402,Mizoram,Aizawl,,23.53805556,92.71861111,29 May 2024,2024-05-29,2.8349999878555536
23295,MIZ/AZL/2024/432,Mizoram,Aizawl,,23.51944444,92.70055556,25 September 2024,2024-09-25,74.08499703649431
23334,MIZ/AZL/2024/472,Mizoram,Aizawl,,23.54166667,92.66472222,12 August 2023,2023-08-12,2.3099999567493796
23348,MIZ/AZL/2024/486,Mizoram,Aizawl,,23.52694444,92.65444444,20 September 2024,2024-09-20,1.4249999793246388
23350,MIZ/AZL/2024/488,Mizoram,Aizawl,,23.52583333,92.63861111,2 June 2024,2024-06-02,0.0
23430,MIZ/AZL/2024/570,Mizoram,Aizawl,,23.66194444,92.85416667,12 November 2024,2024-11-12,0.0
23472,MIZ/AZL/2024/612,Mizoram,Aizawl,,23.73027778,92.76861111,28 August 2024,2024-08-28,1.0699999760836363
23488,MIZ/AZL/2024/628,Mizoram,Aizawl,,23.71111111,92.87861111,28 June 2024,2024-06-28,1.3649999648332596
23489,MIZ/AZL/2024/629,Mizoram,Aizawl,,23.70333333,92.87638889,18 July 2024,2024-07-18,1.040000006556511
23494,MIZ/AZL/2024/634,Mizoram,Aizawl,,23.73361111,92.84833333,7 June 2024,2024-06-07,17.059999346733093
23495,MIZ/AZL/2024/635,Mizoram,Aizawl,,23.73361111,92.85305556,28 August 2024,2024-08-28,0.7799999685958028
23499,MIZ/AZL/2024/639,Mizoram,Aizawl,,23.74416667,92.85555556,25 September 2024,2024-09-25,49.264998868107796
23500,MIZ/AZL/2024/640,Mizoram,Aizawl,,23.74361111,92.85416667,25 September 2024,2024-09-25,49.264998868107796
23506,MIZ/AZL/2024/646,Mizoram,Aizawl,,23.77400016784668,92.8479995727539,28 June 2024,2024-06-28,1.3649999648332596
23509,MIZ/AZL/2024/649,Mizoram,Aizawl,,23.77166667,92.84805556,23 July 2023,2023-07-23,66.93499921262264
23522,MIZ/AZL/2024/662,Mizoram,Aizawl,,23.85194444,92.83305556,25 September 2024,2024-09-25,46.08999885991216
23525,MIZ/AZL/2024/665,Mizoram,Aizawl,,23.87777778,92.84083333,25 September 2024,2024-09-25,46.08999885991216
23530,MIZ/AZL/2024/670,Mizoram,Aizawl,,23.88361111,92.85305556,17 August 2024,2024-08-17,30.469999585300684
23531,MIZ/AZL/2024/671,Mizoram,Aizawl,,23.88527778,92.85749816894531,25 September 2024,2024-09-25,46.08999885991216
23534,MIZ/AZL/2024/706,Mizoram,Aizawl,,24.05808333,93.49808333,7 October 2024,2024-10-07,9.589999854564667
23535,MIZ/AZL/2024/707,Mizoram,Aizawl,,24.04531667,93.49220278,7 October 2024,2024-10-07,9.589999854564667
23536,MIZ/AZL/2024/708,Mizoram,Aizawl,,24.090024948120117,93.54191667,7 October 2024,2024-10-07,25.32999938726425
23539,MIZ/AZL/2024/711,Mizoram,Aizawl,,24.12715278,93.53351389,7 October 2024,2024-10-07,23.809999495744705
23564,MIZ/KOL/2024/736,Mizoram,Kolasib,,24.450124740600586,93.35963889,8 August 2024,2024-08-08,15.189999803900719
23566,MIZ/KOL/2024/738,Mizoram,Kolasib,,24.54263333,93.39741944,18 August 2024,2024-08-18,56.30499857664108
23567,MIZ/KOL/2024/739,Mizoram,Kolasib,,24.60002222,93.37166389,21 October 2024,2024-10-21,0.02499999850988388
23568,MIZ/KOL/2024/740,Mizoram,Kolasib,,24.60067222,93.37223056,21 October 2024,2024-10-21,0.019999999552965164
23573,MIZ/KOL/2024/745,Mizoram,Kolasib,,24.73838889,93.30909722,18 August 2024,2024-08-18,63.659998811781406
23575,MIZ/KOL/2024/747,Mizoram,Kolasib,,24.716224670410156,93.32551389,18 August 2024,2024-08-18,63.659998811781406
23577,MIZ/KOL/2024/749,Mizoram,Kolasib,,24.60719444,93.46784722,19 August 2024,2024-08-19,15.184999588876963
23578,MIZ/KOL/2024/750,Mizoram,Kolasib,,24.60853333,93.41668333,18 August 2024,2024-08-18,46.75999873876572
23581,MIZ/AZL/2024/753,Mizoram,Aizawl,,23.10851389,93.20974731445312,28 June 2024,2024-06-28,3.929999887943268
23597,MIZ/AZL/2024/769,Mizoram,Aizawl,,23.25986389,93.16155278,28 October 2024,2024-10-28,0.0
23598,MIZ/AZL/2024/770,Mizoram,Aizawl,,23.25828611,93.15288333,28 November 2024,2024-11-28,0.5599999753758311
23599,MIZ/AZL/2024/771,Mizoram,Aizawl,,23.26126111,93.15070556,28 November 2024,2024-11-28,0.5599999753758311
23612,MIZ/KOL/2024/784,Mizoram,Kolasib,,23.56332778,93.10553333,22 October 2024,2024-10-22,2.444999948143959
23622,MIZ/KOL/2024/794,Mizoram,Kolasib,,23.535600662231445,93.10656944,13 September 2024,2024-09-13,11.93999957293272
23623,MIZ/AZL/2024/795,Mizoram,Aizawl,,23.34297778,93.057775,13 September 2024,2024-09-13,9.459999803453684
23626,MIZ/KOL/2024/798,Mizoram,Kolasib,,23.36556111,93.05125278,9 July 2024,2024-07-09,6.839999780058861
23627,MIZ/KOL/2024/799,Mizoram,Kolasib,,23.36966389,93.04609444,9 July 2024,2024-07-09,6.839999780058861
23629,MIZ/KOL/2024/801,Mizoram,Kolasib,,23.03821667,93.12529444,17 September 2024,2024-09-17,0.0
23632,MIZ/KOL/2024/804,Mizoram,Kolasib,,24.55205833,93.25569167,9 July 2024,2024-07-09,5.7649998581036925
23637,MIZ/KOL/2024/809,Mizoram,Kolasib,,24.599425,93.30004722,24 August 2024,2024-08-24,8.804999805986881
23657,MIZ/KOL/2024/830,Mizoram,Kolasib,,23.631219,93.118033,15 August 2024,2024-08-15,35.13999892771244
23660,MIZ/KOL/2024/834,Mizoram,Kolasib,,23.62418333,93.14208611,15 August 2024,2024-08-15,35.13999892771244
23662,MIZ/KOL/2024/836,Mizoram,Kolasib,,23.56672222,93.13764444,9 July 2024,2024-07-09,12.264999814331532
23664,MIZ/KOL/2024/838,Mizoram,Kolasib,,24.56771111,93.14291667,9 July 2024,2024-07-09,26.184999212622643
23665,MIZ/KOL/2024/839,Mizoram,Kolasib,,24.57467222,93.14389722,9 July 2024,2024-07-09,26.184999212622643
23666,MIZ/KOL/2024/840,Mizoram,Kolasib,,24.57470833,93.13897222,9 July 2024,2024-07-09,26.184999212622643
23669,MIZ/KOL/2024/843,Mizoram,Kolasib,,24.56060028076172,93.13071389,7 July 2024,2024-07-07,14.589999720454216
23670,MIZ/KOL/2024/844,Mizoram,Kolasib,,24.55987778,93.12541667,7 July 2024,2024-07-07,14.589999720454216
23673,MIZ/KOL/2024/847,Mizoram,Kolasib,,24.10710778,93.11535444,7 July 2024,2024-07-07,27.029999565333128
23679,MIZ/AZL/2024/853,Mizoram,Aizawl,,23.24231111,93.17726667,17 July 2024,2024-07-17,12.869999633170664
23681,MIZ/AZL/2024/855,Mizoram,Aizawl,,23.24454722,93.17027222,19 July 2024,2024-07-19,0.41999999433755875
23684,MIZ/KOL/2024/858,Mizoram,Kolasib,,23.49216111,93.23695373535156,17 July 2024,2024-07-17,22.764999446459115
23685,MIZ/KOL/2024/859,Mizoram,Kolasib,,23.504575,93.23805236816406,17 July 2024,2024-07-17,23.164999529719353
23686,MIZ/KOL/2024/860,Mizoram,Kolasib,,24.15364444,93.02183611,7 June 2024,2024-06-07,6.049999835900962
23691,MIZ/KOL/2024/865,Mizoram,Kolasib,,24.40520278,93.06672222,9 July 2024,2024-07-09,13.084999687969685
23693,MIZ/KOL/2024/867,Mizoram,Kolasib,,24.44347778,93.15817778,7 July 2024,2024-07-07,11.94999967329204
23695,MIZ/KOL/2024/869,Mizoram,Kolasib,,24.44857778,93.15738611,7 July 2024,2024-07-07,11.94999967329204
23699,MIZ/KOL/2024/873,Mizoram,Kolasib,,24.65409167,93.204625,17 July 2024,2024-07-17,4.509999863803387
23700,MIZ/KOL/2024/874,Mizoram,Kolasib,,24.65018056,93.20256667,17 July 2024,2024-07-17,4.509999863803387
23701,MIZ/KOL/2024/875,Mizoram,Kolasib,,24.627300262451172,93.20404444,17 July 2024,2024-07-17,4.509999863803387
23702,MIZ/KOL/2024/876,Mizoram,Kolasib,,24.62604722,93.22583889,12 June 2024,2024-06-12,10.909999951720238
23704,MIZ/KOL/2024/878,Mizoram,Kolasib,,24.57747459411621,93.19104766845703,22 October 2024,2024-10-22,3.8399998983368278
23705,MIZ/KOL/2024/879,Mizoram,Kolasib,,24.56062778,93.18938889,7 July 2024,2024-07-07,14.589999720454216
23706,MIZ/KOL/2024/880,Mizoram,Kolasib,,24.57159996032715,93.17273056,12 June 2024,2024-06-12,9.569999743252993
23708,MIZ/KOL/2024/882,Mizoram,Kolasib,,24.57296389,93.17700556,7 July 2024,2024-07-07,14.589999720454216
23709,MIZ/KOL/2024/883,Mizoram,Kolasib,,24.576799392700195,93.106075,12 June 2024,2024-06-12,9.569999743252993
23976,MZ-31/2011,Mizoram,Aizawl,Naizawl rock fall,23.70213889,92.71822222,22 May 2011,2011-05-22,0.6499999882653356
24466,NAG/KOH/83K02/2008/F-3A,Nagaland,Kohima,PR Hills slide,25.660829544067383,94.102783203125,02 August 2008,2008-08-02,16.969999571330845
24491,NAG/KOH/83K02/2008/F-3B,Nagaland,Kohima,Officer Hill/ Naga Hospital Colony slide,25.666669845581055,94.1097183227539,12 August 2007,2007-08-12,7.58499988541007
24516,NAG/KOH/83K02/2008/F-4(A),Nagaland,Kohima,New Market slide,25.669170379638672,94.10722351074219,16 August 2008,2008-08-16,1.6899999752640724
24950,NAG/KIPH/83K13/2009/F-8,Nagaland,Tuensang,Mission compound slide,25.886669158935547,94.78639221191406,21 June 2009,2009-06-21,25.609999671578407
24968,NAG/KIPH/83K13/2009/F-7,Nagaland,Tuensang,Kesunisiki slide,25.899999618530273,94.78916931152344,21 June 2009,2009-06-21,25.609999671578407
25211,NL/WKH/83J04/2021/01,Nagaland,Wokha,E-Khel slide,26.10694722,94.25328889,18 September 2021,2021-09-18,4.564999933354557
25487,NAG/TUE/83J15/2009/F-14,Nagaland,Tuensang,Ajang (Bhumbak Village),26.34416961669922,94.83332824707031,20 June 2009,2009-06-20,48.75999940931797
25490,NAG/TUE/83J15/2009/F-13,Nagaland,Tuensang,Ajang (Bhumbak Village),26.360830307006836,94.83999633789062,04 June 2009,2009-06-04,4.169999958015978
25499,NAG/TUE/83J15/2009/F-12,Nagaland,Tuensang,Washomung (Bhumbak Village) slide,26.37639045715332,94.84056091308594,20 June 2009,2009-06-20,48.75999940931797
25505,NAG/TUE/83J15/2009/F-10,Nagaland,Tuensang,Yangpi Village slide,26.387779235839844,94.8258285522461,27 July 2009,2009-07-27,4.179999947547913
25506,NAG/TUE/83J15/2009/F-11,Nagaland,Tuensang,Noksen-Tuengsang road slide,26.387779235839844,94.8258285522461,20 August 2009,2009-08-20,27.19999942369759
25781,3211,Nagaland,Chumoukedima,,25.7802266,93.93616485595703,03 September 2024,2024-09-03,54.15999951586127
25782,3212,Nagaland,Chumoukedima,,25.7746019,93.9148756,03 September 2024,2024-09-03,54.15999951586127
25784,3310,Nagaland,Tseminyu,,25.8816564,94.1902346,19 January 2025,2025-01-19,0.0
25785,3380,Nagaland,Mokokchung,,26.4231373,94.3822611,07 July 2025,2025-07-07,11.449999772012234
25786,3375,Nagaland,Kohima,,25.623067,94.114196,07 July 2025,2025-07-07,28.80999946501106
25787,3379,Nagaland,Mokokchung,,26.4527822,94.375268,08 July 2025,2025-07-08,7.909999810159206
25788,3381,Nagaland,Mokokchung,,26.4219453,94.3854377,07 July 2025,2025-07-07,11.449999772012234
25789,3382,Nagaland,Mokokchung,,26.4242282,94.3924136,05 July 2025,2025-07-05,17.404999647289515
25790,3383,Nagaland,Mokokchung,,26.42608070373535,94.398916,07 July 2025,2025-07-07,11.449999772012234
25970,NL-01/2012-13,Nagaland,Tuensang,Police line slide,26.22633333,94.81302778,22 June 2012 at 20:30 Hrs.,2012-06-22,81.68999805022031
25971,NL-02/2012-13,Nagaland,Tuensang,Jail colony slide,26.22480556,94.81236111,03 July 2012 at 14:00 hrs.,2012-07-03,15.784999545663595
25972,NL-03/2012-13,Nagaland,Tuensang,Hakchang slide,26.26336111,94.81563889,30 June 2012 at 22:30 Hrs.,2012-06-30,17.929999466985464
25973,NL-04/2012-13,Nagaland,Tuensang,Kuthur Slide,26.18302778,94.81619444,25 May 2012 at 05:00 Hrs.,2012-05-25,0.14999999478459358
25975,NL-06/2012-13,Nagaland,Kohima,KMC slide,25.68002778,94.07266667,29 July 2012 at 06:00 Hrs.,2012-07-29,3.614999882876873
25976,NL-07/2012-13,Nagaland,Kohima,D-Block colony slide,25.67005556,94.11299896240234,31 July 2012 at 23:00 Hrs.,2012-07-31,3.754999900236726
25977,NL-08/2012-13,Nagaland,Kohima,Chakhabama slide (A),25.68436111,94.20497222,06 August 2012 at 22:00 Hrs.,2012-08-06,33.92999925184995
25978,NL-09/2012-13,Nagaland,Kohima,Chakhabama slide (B),25.68133333,94.20877778,07 August 2012 at 05:30 Hrs.,2012-08-07,21.21999949682504
25979,NL-10/2012-13,Nagaland,Kohima,Chakhabama Slide (C),25.67275047302246,94.21136111,08 August 2012 at 06:00 Hrs.,2012-08-08,2.019999958574772
25980,NL-11/2012-13,Nagaland,Phek,Chakhabama slide (D),25.66666667,94.19602778,07 August 2012 at 05:30 Hrs.,2012-08-07,19.734999504871666
26850,TRI/TRI-W/79M05/2009/G-1,Tripura,West Tripura,Kayerpur Landslide,23.854169845581055,91.34361267089844,10 July 2009,2009-07-10,1.1749999225139618
26897,TR-3/09-10,Tripura,Dhalai,Datarampara slide,23.899999618530273,91.75622222,3 June 2010,2010-06-03,55.159998312592506
20633,7244,Meghalaya,Eastern-West Khasi Hill,Nongkhlaw-Tirotsing 1,25.69150833,91.64160833,29 May 2025,2025-05-29,81.8449984267354
20635,ME/EWK/2026/43,Meghalaya,Eastern-West Khasi Hill,,25.69688611,91.64176667,25 June 2025,2025-06-25,21.98999983072281
20636,ME/EWK/2026/44,Meghalaya,Eastern-West Khasi Hill,Nongkhlaw-Tirotsing 3,25.70087778,91.642902,08 October 2024,2024-10-08,0.4100000001490116
20637,ME/EWK/2026/45,Meghalaya,Eastern-West Khasi Hill,Nongkhlaw-Tirotsing 4,25.69866667,91.64517222,06 August 2024,2024-08-06,8.954999715089798
20638,7245,Meghalaya,Eastern-West Khasi Hill,,25.69683611,91.64485556,06 August 2024,2024-08-06,8.954999715089798
20641,ME/EWK/2026/49,Meghalaya,Eastern-West Khasi Hill,,25.68698889,91.64812222,28 May 2025,2025-05-28,21.644999712705612
20642,ME/EWK/2026/50,Meghalaya,Eastern-West Khasi Hill,,25.68690556,91.64915278,28 May 2025,2025-05-28,21.644999712705612
20646,ME/EWK/2026/54,Meghalaya,Eastern-West Khasi Hill,,25.68822222,91.66746111,11 June 2025,2025-06-11,18.15499946475029
20648,7249,Meghalaya,Eastern-West Khasi Hill,Umniangriang,25.733262,91.675754,11 June 2025,2025-06-11,59.999999328516424
20649,7250,Meghalaya,Eastern-West Khasi Hill,Boulder Stone Quarry Site,25.762051,91.658959,29 May 2024,2024-05-29,15.934999708086252
20650,ME/EWK/2026/58,Meghalaya,Eastern-West Khasi Hill,Mawpat,25.77093505859375,91.656497,29 May 2024,2024-05-29,15.934999708086252
20651,7251,Meghalaya,Eastern-West Khasi Hill,Madpan,25.791616439819336,91.658242,29 May 2024,2024-05-29,15.934999708086252
20652,ME/EWK/2026/60,Meghalaya,Eastern-West Khasi Hill,,25.803983688354492,91.659801,28 August 2024,2024-08-28,2.1299999402835965
19658,MEG/EJH/83CO8/2018/01,Meghalaya,East Jaintia Hills,Sonapur 4km mile stone,25.091779708862305,92.35469055175781,07 May 2018,2018-05-07,13.575000118464231
20619,4700,Meghalaya,Ri-Bhoi,Umiam,25.67546111,91.89726944,30 June 2024,2024-06-30,190.39499678462744
20624,ME/RIB/2026/32,Meghalaya,Ri-Bhoi,Umbang 1,25.68255833,91.90111389,30 June 2024,2024-06-30,184.02499498054385
20625,7236,Meghalaya,Ri-Bhoi,Umbang 2,25.68591944,91.90256667,30 June 2024,2024-06-30,184.02499498054385
20628,7240,Meghalaya,Ri-Bhoi,Umsamlan 1,25.79744444,91.87408611,14 June 2024,2024-06-14,33.07999900728464
20629,ME/RIB/2026/37,Meghalaya,Ri-Bhoi,Umsamlan 2,25.80725833,91.87509444,14 July 2024,2024-07-14,4.729999832808971
25911,NL/KOH/83K02/2024/003,Nagaland,Kohima,,25.520360946655273,94.1311201,01 June 2024,2024-06-01,15.714999556541443
25912,NL/KOH/83K02/2024/004,Nagaland,Kohima,,25.52164077758789,94.13426208496094,01 June 2024,2024-06-01,15.714999556541443
25914,NL/KOH/83K02/2024/006,Nagaland,Kohima,,25.525094,94.135798,01 June 2024,2024-06-01,15.714999556541443
25915,NL/KOH/83K02/2024/007,Nagaland,Kohima,,25.538421630859375,94.136039,01 June 2024,2024-06-01,15.714999556541443
25916,NL/KOH/83K02/2024/008,Nagaland,Kohima,,25.565099716186523,94.1390034,01 June 2024,2024-06-01,15.714999556541443
25917,NL/KOH/83K02/2024/009,Nagaland,Kohima,,25.6032619,94.1122188,01 June 2024,2024-06-01,10.949999988079071
25918,NL/KOH/83K02/2024/010,Nagaland,Kohima,,25.621540069580078,94.11219787597656,01 June 2024,2024-06-01,10.949999988079071
25919,NL/KOH/83K02/2024/011,Nagaland,Kohima,,25.6291966,94.10176849365234,01 June 2024,2024-06-01,10.949999988079071
25920,NL/KOH/83K02/2024/012,Nagaland,Kohima,,25.638700485229492,94.10978698730469,01 June 2024,2024-06-01,10.949999988079071
25921,NL/KOH/83K02/2024/013,Nagaland,Kohima,,25.648759,94.10616302490234,01 June 2024,2024-06-01,10.949999988079071
23721,MIZ/AZL/84A09/2025/009,Mizoram,Aizawl,,23.750240325927734,92.736662,01 June 2025,2025-06-01,88.86499789077789
23724,MIZ/AZL/84A10/2025/012,Mizoram,Aizawl,,23.74580192565918,92.717053,01 June 2025,2025-06-01,88.86499789077789
23727,MIZ/AZL/84A11/2025/015,Mizoram,Aizawl,,23.469247,92.744068,01 June 2025,2025-06-01,114.67499618045986
23740,MIZ/SER/84A12/2025/028,Mizoram,Serchhip,,23.239137,92.744468,01 June 2025,2025-06-01,130.09999661054462
23760,MIZ/LUNG/84A12/2025/048,Mizoram,Lunglei,,23.114694,92.743931,01 June 2025,2025-06-01,124.09999714419246
23773,MIZ/SIA/84F03/2025/061,Mizoram,Siaha,,22.469737,93.100868,01 June 2025,2025-06-01,69.16999852284789
23784,MIZ/LUNG/84B13/2025/072,Mizoram,Lunglei,,22.866131,92.772713,01 June 2025,2025-06-01,100.33499818015844
23785,MIZ/LUNG/84B13/2025/073,Mizoram,Lunglei,,22.903567,92.758702,01 June 2025,2025-06-01,127.95999762881547
23786,MIZ/LUNG/84B13/2025/074,Mizoram,Lunglei,,22.903453826904297,92.760096,01 June 2025,2025-06-01,127.95999762881547
23787,MIZ/LUNG/84B13/2025/075,Mizoram,Lunglei,,22.90461540222168,92.75704956054688,01 June 2025,2025-06-01,127.95999762881547
23788,MIZ/LUNG/84B13/2025/076,Mizoram,Lunglei,,22.922528,92.752404,01 June 2025,2025-06-01,127.95999762881547
23799,MIZ/HNAH/84A16/2025/087,Mizoram,Hnahthial,,23.170678,92.899334,01 June 2025,2025-06-01,123.77499799616635
23800,MIZ/SER/84A16/2025/088,Mizoram,Serchhip,,23.180345,92.900082,01 June 2025,2025-06-01,123.77499799616635
23801,MIZ/SER/84A16/2025/089,Mizoram,Serchhip,,23.187383,92.89826202392578,01 June 2025,2025-06-01,123.77499799616635
23802,MIZ/SER/84A16/2025/090,Mizoram,Serchhip,,23.187762,92.898034,01 June 2025,2025-06-01,123.77499799616635
23836,MIZ/SER/84A15/2025/124,Mizoram,Serchhip,,23.307092666625977,92.856289,01 June 2025,2025-06-01,127.98999781161547
23837,MIZ/SER/84A15/2025/125,Mizoram,Serchhip,,23.307523727416992,92.857678,01 June 2025,2025-06-01,127.98999781161547
23838,MIZ/SER/84A15/2025/126,Mizoram,Serchhip,,23.305938720703125,92.857538,01 June 2025,2025-06-01,127.98999781161547
23839,MIZ/SER/84A15/2025/127,Mizoram,Serchhip,,23.303906,92.853173,01 June 2025,2025-06-01,127.98999781161547
23846,MIZ/SER/84A15/2025/134,Mizoram,Serchhip,,23.346456,92.851511,01 June 2025,2025-06-01,127.98999781161547
23847,MIZ/SER/84A15/2025/135,Mizoram,Serchhip,,23.346599578857422,92.854847,01 June 2025,2025-06-01,127.98999781161547
23863,MIZ/SER/84A15/2025/151,Mizoram,Serchhip,,23.281442642211914,92.840145,01 June 2025,2025-06-01,124.49999655690044
23864,MIZ/SER/84A15/2025/152,Mizoram,Serchhip,,23.280946731567383,92.83670043945312,01 June 2025,2025-06-01,124.49999655690044
23880,MIZ/LUNG/84A11/2025/168,Mizoram,Lunglei,,23.3204402923584,92.643229,01 June 2025,2025-06-01,129.90999726951122
23882,MIZ/LUNG/84A12/2025/170,Mizoram,Lunglei,,23.246611,92.655112,01 June 2025,2025-06-01,136.86499816924334
23887,MIZ/LUNG/84A12/2025/175,Mizoram,Lunglei,,23.174558,92.612556,01 June 2025,2025-06-01,120.6949970126152
23888,MIZ/LUNG/84A12/2025/176,Mizoram,Lunglei,,23.173900604248047,92.611378,01 June 2025,2025-06-01,120.6949970126152
23889,MIZ/LUNG/84A12/2025/177,Mizoram,Lunglei,,23.17325782775879,92.611929,01 June 2025,2025-06-01,120.6949970126152
23890,MIZ/LUNG/84A12/2025/178,Mizoram,Lunglei,,23.17251968383789,92.611434,01 June 2025,2025-06-01,120.6949970126152
23891,MIZ/LUNG/84A12/2025/179,Mizoram,Lunglei,,23.172658920288086,92.611828,01 June 2025,2025-06-01,120.6949970126152
23892,MIZ/LUNG/84A12/2025/180,Mizoram,Lunglei,,23.198272,92.589291,01 June 2025,2025-06-01,114.58999671041965
23893,MIZ/LUNG/84A12/2025/181,Mizoram,Lunglei,,23.19896125793457,92.590043,01 June 2025,2025-06-01,114.58999671041965
23894,MIZ/LUNG/84A12/2025/182,Mizoram,Lunglei,,23.199094772338867,92.586671,01 June 2025,2025-06-01,114.58999671041965
23895,MIZ/LUNG/84A12/2025/183,Mizoram,Lunglei,,23.19941520690918,92.585883,01 June 2025,2025-06-01,114.58999671041965
23896,MIZ/LUNG/84A12/2025/184,Mizoram,Lunglei,,23.200105,92.584517,01 June 2025,2025-06-01,114.58999671041965
23917,MIZ/LUNG/84A12/2025/205,Mizoram,Lunglei,,23.204981,92.534603,01 June 2025,2025-06-01,135.75999702885747
23918,MIZ/LUNG/84A12/2025/206,Mizoram,Lunglei,,23.206253051757812,92.533605,01 June 2025,2025-06-01,135.75999702885747
23919,MIZ/LUNG/84A12/2025/207,Mizoram,Lunglei,,23.209857,92.500587,01 June 2025,2025-06-01,135.75999702885747
23920,MIZ/LUNG/84A08/2025/208,Mizoram,Lunglei,,23.206239,92.491221,01 June 2025,2025-06-01,128.249996740371
23921,MIZ/LUNG/84A08/2025/209,Mizoram,Lunglei,,23.199961,92.488796,01 June 2025,2025-06-01,121.27499766182154
23922,MIZ/LUNG/84A08/2025/210,Mizoram,Lunglei,,23.178239822387695,92.491031,01 June 2025,2025-06-01,121.27499766182154
23923,MIZ/LUNG/84A08/2025/211,Mizoram,Lunglei,,23.180969,92.488193,01 June 2025,2025-06-01,121.27499766182154
23924,MIZ/LUNG/84A08/2025/212,Mizoram,Lunglei,,23.180354,92.486971,01 June 2025,2025-06-01,121.27499766182154
23925,MIZ/LUNG/84A08/2025/213,Mizoram,Lunglei,,23.182466,92.487731,01 June 2025,2025-06-01,121.27499766182154
23926,MIZ/LUNG/84A12/2025/214,Mizoram,Lunglei,,23.2047061920166,92.533825,01 June 2025,2025-06-01,135.75999702885747
23927,MIZ/LUNG/84A11/2025/215,Mizoram,Lunglei,,23.251004,92.63667297363281,01 June 2025,2025-06-01,136.86499816924334
23928,MIZ/SER/84A16/2025/216,Mizoram,Serchhip,,23.23489761352539,92.911307,01 June 2025,2025-06-01,118.36999794468284
23929,MIZ/SER/84A16/2025/217,Mizoram,Serchhip,,23.225619,92.924909,01 June 2025,2025-06-01,118.36999794468284
23930,MIZ/SER/84A16/2025/218,Mizoram,Serchhip,,23.223807,92.944448,01 June 2025,2025-06-01,118.36999794468284
23931,MIZ/SER/84A16/2025/219,Mizoram,Serchhip,,23.21795082092285,92.998007,01 June 2025,2025-06-01,118.36999794468284
23932,MIZ/SER/84A16/2025/220,Mizoram,Serchhip,,23.217324,92.99812316894531,01 June 2025,2025-06-01,118.36999794468284
23933,MIZ/SER/84E04/2025/221,Mizoram,Serchhip,,23.199169158935547,93.000199,01 June 2025,2025-06-01,127.08999678306282
23938,MIZ/KHAW/84E04/2025/226,Mizoram,Khawzawl,,23.206600189208984,93.148665,01 June 2025,2025-06-01,101.42499708291143
