record_id,sample_id,latitude,longitude,state,elevation_m,slope_deg,aspect_deg,lulc_class,clay_surface_pct,road_distance_m,settlement_distance_m,label,sample_type
B_929,929,27.455029674461144,92.60558621248288,arunachal pradesh,2502,27,182,10,21.0,4610.541192292668,4729.4742917605345,0,background
B_930,930,28.17262282909466,96.92091260988909,arunachal pradesh,3351,6,11,30,13.0,8231.66198916576,8983.190889559964,0,background
B_931,931,27.118689972782665,93.05987755929328,arunachal pradesh,1184,25,276,10,22.0,8505.705977705587,10583.901930148062,0,background
B_932,932,27.507032716421428,93.21047359014054,arunachal pradesh,2397,17,105,10,23.0,7212.766384263685,5542.768088984097,0,background
B_933,933,27.04849728308237,92.46914980659956,arunachal pradesh,1508,35,296,10,26.0,4886.145855746616,6670.1420842426405,0,background
B_934,934,28.529939099650942,94.37764923886957,arunachal pradesh,1449,23,311,10,20.0,14.540341522440562,286.2433765509845,0,background
B_935,935,28.08231638943577,94.65532988791102,arunachal pradesh,668,23,7,10,25.0,2816.189135731894,2916.479927364321,0,background
B_936,936,27.468406415795624,92.36035382158312,arunachal pradesh,2541,26,316,10,18.0,2102.8128745896065,3066.1960661806984,0,background
B_937,937,27.825725600978032,94.48321058316805,arunachal pradesh,1168,21,200,10,26.0,3135.8049891085852,3562.2456109830996,0,background
B_938,938,28.657437764732663,94.69531573016612,arunachal pradesh,1448,32,75,10,23.0,3959.4635476238977,2841.517330686473,0,background
B_939,939,28.287601956950915,96.85449088895857,arunachal pradesh,3843,30,103,30,15.0,11191.261669262563,5329.867217324919,0,background
B_940,940,27.633449339860597,96.3273191661528,arunachal pradesh,808,11,326,10,29.0,6654.094953623986,11689.825350998017,0,background
B_941,941,29.380925220113575,95.93038610565024,arunachal pradesh,4081,38,31,100,15.0,18951.338473463184,32893.50983810441,0,background
B_942,942,28.68942372691984,94.31748796528969,arunachal pradesh,2001,25,90,10,22.0,356.2361291666267,792.9374191382991,0,background
B_943,943,28.730920093504103,95.35738164679366,arunachal pradesh,3086,27,35,10,15.0,17455.59647705694,17066.09523894172,0,background
B_944,944,27.785352505445097,95.92613530722524,arunachal pradesh,147,2,29,10,28.0,3415.0662965018546,4825.241754242512,0,background
B_945,945,26.9731017554914,95.5856084163054,arunachal pradesh,1579,39,306,10,25.0,2703.7210124980247,3148.702237552596,0,background
B_946,946,27.56382344639808,92.63373661996404,arunachal pradesh,2503,38,64,10,15.0,14137.659851689172,10961.614224122786,0,background
B_947,947,28.816763256623503,94.59298889460722,arunachal pradesh,2798,34,182,10,20.0,13288.734807527397,9376.998505795098,0,background
B_948,948,28.52555675818878,94.78483330013592,arunachal pradesh,2028,44,71,10,24.0,11591.758366604909,2973.5931796184136,0,background
B_949,949,28.161830243764403,94.4362604304641,arunachal pradesh,1457,29,56,10,25.0,3180.540440929644,3409.431341987078,0,background
B_950,950,28.088476252962128,94.02623487924492,arunachal pradesh,1497,23,47,10,25.0,2083.3769016613237,3105.1519221577614,0,background
B_951,951,27.700183671897385,92.9991513749254,arunachal pradesh,1611,16,84,10,22.0,1081.696515985915,1190.9235983321228,0,background
B_952,952,28.09530969698494,95.96703162890402,arunachal pradesh,679,24,47,10,27.0,3550.1670851903395,5272.026262185472,0,background
B_953,953,27.696808645058987,95.83978799568185,arunachal pradesh,146,1,48,10,27.0,1771.560416701756,4044.19609085091,0,background
B_954,954,28.02143476807534,94.40818167085432,arunachal pradesh,1086,7,18,10,27.0,2886.5791351663615,3985.145941849354,0,background
B_955,955,28.185278586969066,96.29116708199426,arunachal pradesh,3148,47,353,10,17.0,20016.655806753835,17252.739835176915,0,background
B_956,956,27.91489279482097,93.30649468413628,arunachal pradesh,1052,26,270,10,23.0,388.31122271210234,1311.7728898069156,0,background
B_957,957,28.449002455095343,95.1532889568019,arunachal pradesh,1357,21,8,10,27.0,2542.0934615522647,6957.98183159999,0,background
B_958,958,27.460858976562506,92.78412222692428,arunachal pradesh,1201,19,224,10,25.0,642.847851744447,737.6612168525527,0,background
B_959,959,27.933126895420692,96.49088048493432,arunachal pradesh,1907,32,233,10,24.0,7903.633267393044,7804.262245071903,0,background
B_960,960,27.841264925701196,92.7071459718754,arunachal pradesh,3430,13,342,10,18.0,15713.610647293386,17842.912874123347,0,background
B_961,961,28.003762971557524,96.29026267441874,arunachal pradesh,1879,65,192,10,27.0,7546.225348472425,9306.24133473964,0,background
B_962,962,27.27592286495723,92.21113971947064,arunachal pradesh,3182,41,112,10,23.0,665.7162499319179,2955.5597833886054,0,background
B_963,963,28.135410305200235,93.00356665720928,arunachal pradesh,4271,6,222,70,18.0,10996.137090105442,15966.438173203638,0,background
B_964,964,27.717198864455657,93.7188582601862,arunachal pradesh,1430,14,211,10,26.0,1553.465154413339,2897.318328106087,0,background
B_965,965,28.134966334400556,95.9370334833582,arunachal pradesh,1618,25,152,10,25.0,5891.747225422092,8244.46526346857,0,background
B_966,966,27.763633795525145,92.90230493295748,arunachal pradesh,1972,34,39,10,16.0,10359.946571296055,2982.155201122981,0,background
B_967,967,27.83246917285518,96.52880071902185,arunachal pradesh,2467,38,191,10,21.0,14993.923423024866,17617.021718183678,0,background
B_968,968,28.09113737883987,95.18194857190856,arunachal pradesh,1119,14,202,10,22.0,5854.34958813819,1859.9177213651656,0,background
B_969,969,28.346325634622016,95.27603626066302,arunachal pradesh,1013,12,38,10,24.0,2310.5368461237636,2238.7719790640144,0,background
B_970,970,28.188508309348336,93.2081786494692,arunachal pradesh,1277,40,287,10,17.0,9191.781901883203,7444.40466917806,0,background
B_971,971,28.259969964714415,93.83769504527994,arunachal pradesh,2767,44,356,10,19.0,12492.0282840841,10781.96868647757,0,background
B_972,972,28.66930115564045,94.34831950506964,arunachal pradesh,2090,22,263,10,20.0,1307.0214679313233,1424.3496518461827,0,background
B_973,973,28.13026197873676,94.27842657150768,arunachal pradesh,1911,21,161,10,27.0,5822.2342519017375,5830.938948281737,0,background
B_974,974,27.195399613519378,93.43441035472102,arunachal pradesh,1673,24,14,10,25.0,3581.013678350328,4379.935428090572,0,background
B_975,975,27.51515300902508,93.81321684942196,arunachal pradesh,1611,17,69,10,32.0,2006.148095205414,2613.449933632173,0,background
B_976,976,27.11333745250104,97.1445240056537,arunachal pradesh,2604,27,270,10,22.0,16011.114384403138,16730.699430400586,0,background
B_977,977,28.312578719135697,94.30267273428947,arunachal pradesh,2323,16,321,10,19.0,12165.14879589796,7509.063110241402,0,background
B_978,978,27.412402152555305,96.88251700715612,arunachal pradesh,2070,45,159,10,23.0,6461.125050374946,12523.321012534903,0,background
B_979,979,27.737051182450617,95.93365298381296,arunachal pradesh,185,7,294,10,31.0,1123.454920096599,2448.6431405557855,0,background
B_980,980,29.02223528491687,95.54754555564044,arunachal pradesh,3957,25,314,60,15.0,7829.327760632243,8097.207397705057,0,background
B_981,981,27.325643550498764,92.94016553836536,arunachal pradesh,841,34,169,10,29.0,1512.4327184197427,1909.6352600762505,0,background
B_982,982,28.15861503708,93.9195124165737,arunachal pradesh,2120,24,60,10,28.0,1855.3497087628723,4248.119109415659,0,background
B_983,983,28.102339176244257,97.27572731870504,arunachal pradesh,4187,40,7,100,15.0,10255.268842420208,18234.519875206843,0,background
B_984,984,27.334175631970428,94.00189200521557,arunachal pradesh,242,14,171,10,27.0,1459.8558559036223,4778.083876470743,0,background
B_985,985,27.640591299198658,96.80280527220177,arunachal pradesh,3584,27,216,10,17.0,23261.541891289005,27069.562535198147,0,background
B_986,986,27.817090363975996,92.98201135582138,arunachal pradesh,2680,36,144,10,21.0,5520.585808917398,5448.429882780765,0,background
B_987,987,28.693463427460262,94.63412434451064,arunachal pradesh,2030,26,328,10,22.0,5288.771161570118,4713.555277778988,0,background
B_988,988,27.04150010737406,93.21400785091568,arunachal pradesh,899,36,195,10,30.0,7789.186065159767,5317.691747921089,0,background
B_989,989,28.445916221418123,95.57697717952033,arunachal pradesh,2631,33,292,10,19.0,12038.191148759766,12066.921210104092,0,background
B_990,990,27.77474964025746,97.07404267751345,arunachal pradesh,2981,32,284,10,17.0,19292.472945112095,7704.390410712826,0,background
B_991,991,27.817192489008946,96.1937025220793,arunachal pradesh,212,3,323,10,24.0,3312.630506006514,3296.3126408823655,0,background
B_992,992,28.109266647236385,97.09730147350312,arunachal pradesh,2404,36,45,10,11.0,6608.961262939006,7622.956042328023,0,background
B_993,993,27.30932846349927,96.49900656757812,arunachal pradesh,1347,20,241,10,25.0,16391.296410399955,9505.08750825882,0,background
B_994,994,29.358442900487457,96.1543730307757,arunachal pradesh,4437,32,357,60,11.0,21713.869898853904,22624.90770274083,0,background
B_995,995,28.1176609555576,93.94177106356328,arunachal pradesh,2392,29,8,10,24.0,5595.2731736424175,6942.616718055269,0,background
B_996,996,28.622034657921912,93.92814792562608,arunachal pradesh,3459,19,68,10,18.0,6368.543415347175,6385.825627950381,0,background
B_997,997,27.208711125964765,93.39689218304486,arunachal pradesh,1115,17,14,10,26.0,457.77155524372006,1322.8713093085616,0,background
B_998,998,26.93715356493964,93.02400415080916,arunachal pradesh,375,13,180,10,31.0,2112.7087641604257,2730.8990887468512,0,background
B_999,999,28.313419682815415,93.9985531700083,arunachal pradesh,2177,42,147,10,22.0,4164.145952587448,4260.171662393844,0,background
B_1000,1000,27.575652767710892,96.1613144434007,arunachal pradesh,487,31,10,10,32.0,4798.307878940384,7202.829751464075,0,background
B_1001,1001,28.9327503437554,95.20522824597276,arunachal pradesh,3853,30,220,30,15.0,10468.263409313804,11315.680503738857,0,background
B_1002,1002,29.024244423310066,96.4772362648534,arunachal pradesh,3996,52,174,30,14.0,17457.15767141495,35110.08613606801,0,background
B_1003,1003,27.059112563935297,92.71775165615482,arunachal pradesh,392,11,279,10,28.0,5980.32434679591,9556.830999772536,0,background
B_1004,1004,27.583833503450848,92.38846130434727,arunachal pradesh,4255,14,270,30,18.0,12.918236700215308,3958.14918110473,0,background
B_1005,1005,29.050351365744667,94.65180387436791,arunachal pradesh,3238,43,295,30,16.0,15977.727009457158,16919.91469022184,0,background
B_1006,1006,28.612345170790256,96.229420412524,arunachal pradesh,3169,36,331,10,16.0,8385.647185548707,10193.953099297954,0,background
B_1007,1007,28.18512207362169,97.01482870253378,arunachal pradesh,1641,46,340,10,18.0,788.271606619874,1619.1403812565304,0,background
B_1008,1008,26.997266842487782,93.2908661305792,arunachal pradesh,408,4,344,10,28.0,6962.284943454335,5746.505277843695,0,background
B_1009,1009,27.649922967671504,94.63176719419506,arunachal pradesh,439,17,65,10,31.0,1875.2669960125636,6583.081344758255,0,background
B_1010,1010,28.186437011657823,94.16721999832234,arunachal pradesh,811,39,244,10,28.0,460.6745558892848,1389.2607263197503,0,background
B_1011,1011,27.65146872501584,96.47491155399788,arunachal pradesh,2558,32,24,10,22.0,5692.088939577173,15454.741699382588,0,background
B_1012,1012,27.76393982057222,92.90919415403444,arunachal pradesh,1942,41,322,10,18.0,9725.269472069118,2350.6926342875795,0,background
B_1013,1013,28.24947192983511,96.055851870171,arunachal pradesh,1686,34,347,10,23.0,10906.73613897558,4404.491412970516,0,background
B_1014,1014,27.972106499866292,96.49201112228953,arunachal pradesh,2508,27,92,10,24.0,7031.23357671348,5158.480942673466,0,background
B_1015,1015,28.20743328561629,93.36644311514178,arunachal pradesh,2205,21,11,10,16.0,11129.441180510696,3506.1272829519794,0,background
B_1016,1016,27.12587023996664,92.09964932106584,arunachal pradesh,1886,11,265,10,26.0,1665.6845513310675,2611.1678597234154,0,background
B_1017,1017,28.26284410272577,96.78490567143454,arunachal pradesh,3686,35,177,30,12.0,15744.55601195973,11717.142763553107,0,background
B_1018,1018,27.812661080218447,94.23852410712573,arunachal pradesh,1538,41,355,10,24.0,3836.48405285792,4179.715288248535,0,background
B_1019,1019,27.74375646524022,92.27880253281752,arunachal pradesh,4424,33,267,30,13.0,602.2554926566688,4903.4932802664025,0,background
B_1020,1020,28.00560234292318,96.23599063063106,arunachal pradesh,973,10,249,10,31.0,2366.111611866713,10116.673914707297,0,background
B_1021,1021,27.71553139511279,96.67388467547,arunachal pradesh,3340,8,213,30,23.0,20222.15762663492,23193.991861256145,0,background
B_1022,1022,27.926795245455967,94.54480236505208,arunachal pradesh,1324,47,319,10,26.0,5746.473241388209,5610.4436018712,0,background
B_1023,1023,27.484827159440936,94.04067379577457,arunachal pradesh,1283,23,195,10,28.0,10361.03795751674,19256.96607059788,0,background
B_1024,1024,28.283306012216755,93.5639130480591,arunachal pradesh,2873,35,349,10,24.0,8342.579485384565,6851.432432828957,0,background
B_1025,1025,27.50877133184678,96.78621191685885,arunachal pradesh,2191,26,349,10,21.0,9992.26177127405,19869.29291738352,0,background
B_1026,1026,27.46800029090462,92.88032722874853,arunachal pradesh,1729,17,25,10,24.0,4786.523720814145,4799.631196712773,0,background
B_1027,1027,27.996054194670904,95.83361176424984,arunachal pradesh,160,1,270,10,27.0,1485.9734368500697,6408.28423137835,0,background
B_1028,1028,27.12752628422126,93.22182363936086,arunachal pradesh,1625,29,27,10,25.0,3522.1654447482056,3535.551218771569,0,background
B_1029,1029,28.906927937902186,95.73558938895896,arunachal pradesh,2268,33,200,10,17.0,6819.85946461055,6783.807699301287,0,background
B_1030,1030,27.91724719592601,95.98132118270983,arunachal pradesh,180,3,217,10,30.0,1869.3740376788037,5533.262385682235,0,background
B_1031,1031,28.14306436995648,96.65148865041036,arunachal pradesh,1048,5,320,60,21.0,96.75896435721155,724.3406112787709,0,background
B_1032,1032,28.42335695156976,94.1399940051592,arunachal pradesh,3094,21,28,10,18.0,8027.923408187561,7598.999692196753,0,background
B_1033,1033,27.804483616888593,92.15141055118184,arunachal pradesh,4792,21,65,60,15.0,419.13170291489513,12455.055986043324,0,background
B_1034,1034,26.93803703835654,95.2180002939798,arunachal pradesh,675,15,339,10,31.0,1667.488500146784,1610.6965658577997,0,background
B_1035,1035,29.1690611403932,96.242691880281,arunachal pradesh,3546,27,221,30,,499.855654397723,9276.65744606623,0,background
B_1036,1036,28.092451222808695,94.1699586746827,arunachal pradesh,542,37,106,10,27.0,570.4733575162453,605.3088612025873,0,background
B_1037,1037,28.39482709540721,95.30792802519598,arunachal pradesh,1576,17,302,10,25.0,3800.7754927804954,4148.557294702837,0,background
B_1038,1038,27.312580380855284,93.30724636793552,arunachal pradesh,1785,10,12,10,27.0,8966.341156449156,9777.83372815029,0,background
B_1039,1039,27.348058371053774,93.97801907518732,arunachal pradesh,189,6,180,10,26.0,115.90978619154626,4848.435874196724,0,background
B_1040,1040,27.34745200977603,93.92400346844022,arunachal pradesh,545,36,337,10,31.0,1095.3014161000085,5469.498915330697,0,background
B_1041,1041,28.57777845313209,95.3126248304429,arunachal pradesh,1768,35,32,10,24.0,11263.720206994063,4838.4476315730135,0,background
B_1042,1042,28.294791098551517,96.90541234344576,arunachal pradesh,3715,25,53,10,14.0,6145.703953078119,3612.117127645127,0,background
B_1043,1043,27.55861583832318,96.7754467513562,arunachal pradesh,2024,31,151,10,26.0,14810.434019264463,20794.481145363356,0,background
B_1044,1044,28.34472029337422,96.1344164632702,arunachal pradesh,1372,42,42,10,21.0,16274.729827266956,7764.756283889845,0,background
B_1045,1045,29.24693366319915,95.71671015325208,arunachal pradesh,4144,40,181,30,15.0,8584.039651537754,22651.15787318825,0,background
B_1046,1046,27.720538203318444,91.744857764838,arunachal pradesh,3047,23,254,10,12.0,1614.518832513817,1822.501582655922,0,background
B_1047,1047,28.998274687346488,94.93017931278946,arunachal pradesh,1468,45,254,10,19.0,2046.226398332273,3050.852613550965,0,background
B_1048,1048,29.197157517094695,95.90250798641236,arunachal pradesh,2249,3,90,30,16.0,18718.368259202136,18696.76319929507,0,background
B_1049,1049,28.722781481817023,95.04469857773044,arunachal pradesh,1519,31,96,10,24.0,5145.577214296588,5341.797564544585,0,background
B_1050,1050,27.905689108882623,95.30038471293794,arunachal pradesh,149,6,21,10,27.0,130.62307624441385,3052.779132918467,0,background
B_1051,1051,28.749719068516463,94.61725874394884,arunachal pradesh,1397,39,85,10,20.0,9875.323815233058,10770.641108979222,0,background
B_1052,1052,27.138946894055977,92.97438377975412,arunachal pradesh,889,30,353,10,22.0,11499.333190764926,11416.014831692088,0,background
B_1053,1053,27.696348552845965,91.87200305016614,arunachal pradesh,4467,0,0,80,16.0,102.51903597688543,5201.839871995185,0,background
B_1054,1054,27.71690504728607,96.05110137562802,arunachal pradesh,205,1,312,10,27.0,7459.5856429691585,9158.121612141513,0,background
B_1055,1055,28.447787866834744,95.55005405094565,arunachal pradesh,2248,32,178,10,25.0,13232.716335171715,13260.332874541034,0,background
B_1056,1056,28.131246201326153,94.99192908375215,arunachal pradesh,1275,13,194,10,27.0,5551.821607322721,3226.305819173176,0,background
B_1057,1057,27.73840280236639,92.05383434263136,arunachal pradesh,3638,43,136,10,15.0,145.56383101077185,4214.4608179179995,0,background
B_1058,1058,28.843775090163597,94.46504889602672,arunachal pradesh,4019,21,322,100,16.0,14579.939103105691,12374.603036449656,0,background
B_1059,1059,29.033694156799523,95.33541349548868,arunachal pradesh,3234,39,211,10,14.0,8461.514323824913,21398.040067928338,0,background
B_1060,1060,28.621697186084,96.42688899759396,arunachal pradesh,3479,35,262,10,14.0,20893.675071710604,26807.367843850738,0,background
B_1061,1061,27.90295348503027,95.49498451016242,arunachal pradesh,132,1,180,10,31.0,397.29300122248475,2757.53003352467,0,background
B_1062,1062,28.06500980311359,96.20787867332132,arunachal pradesh,2194,34,274,10,28.0,5574.422610712195,16054.47862394254,0,background
B_1063,1063,28.053533920631622,95.53914424359009,arunachal pradesh,174,3,159,10,26.0,4245.603808785555,7809.206878542127,0,background
B_1064,1064,28.66269524315434,96.21762538018169,arunachal pradesh,2403,41,182,10,19.0,4530.990343173968,6446.759697137994,0,background
B_1065,1065,29.23758731523552,96.1627183872548,arunachal pradesh,4102,30,173,30,10.0,8349.733002996927,9310.910056238008,0,background
B_1066,1066,28.599924054319132,93.92402776466348,arunachal pradesh,3842,48,98,10,16.0,8810.070604409459,4029.5459298951446,0,background
B_1067,1067,27.93245831950876,93.30622185870736,arunachal pradesh,1629,38,239,10,27.0,539.9109114026777,629.8673371226959,0,background
B_1068,1068,29.202676147032086,95.80658394121616,arunachal pradesh,3883,28,147,30,14.0,17773.659564064626,17982.41354341677,0,background
B_1069,1069,28.76154356576092,94.6504944286035,arunachal pradesh,1956,32,138,10,19.0,6688.860725291245,11753.015016383462,0,background
B_1070,1070,27.29125663951853,92.52820841941244,arunachal pradesh,1336,30,275,10,23.0,504.0338977952782,1529.6199410564573,0,background
B_1071,1071,27.27582851661424,93.93769760173284,arunachal pradesh,238,18,264,10,28.0,1488.717117096662,4311.708954438649,0,background
B_1072,1072,28.38143948892577,96.70191344351736,arunachal pradesh,2672,46,169,10,14.0,2697.352871959453,7549.258956627426,0,background
B_1073,1073,27.538448070878804,94.13916763150117,arunachal pradesh,681,23,128,10,27.0,7722.419701700411,13548.62192929843,0,background
B_1074,1074,28.503113101338137,94.39747172271449,arunachal pradesh,2098,28,107,10,22.0,752.1305764582364,1137.627378524387,0,background
B_1075,1075,29.04628991736076,95.90290266233994,arunachal pradesh,3993,39,117,30,15.0,7625.974936952866,8038.984758928828,0,background
B_1076,1076,28.465254583234547,93.63161715592442,arunachal pradesh,3577,26,115,10,20.0,9181.140933008168,8932.160045268487,0,background
B_1077,1077,27.1956528344577,96.047676270275,arunachal pradesh,1571,35,7,10,24.0,1802.177363427159,8772.678630471772,0,background
B_1078,1078,28.400897981880284,94.28588363639513,arunachal pradesh,3032,53,243,10,17.0,10073.704072624094,13465.861567893156,0,background
B_1079,1079,27.335802345034065,92.89975701288292,arunachal pradesh,1075,35,259,10,25.0,1755.789741366341,1987.2163751224448,0,background
B_1080,1080,27.415330147113423,96.12741452451569,arunachal pradesh,244,1,90,10,26.0,571.5233849583823,2557.967462594119,0,background
B_1081,1081,28.07748665188491,94.90285633427936,arunachal pradesh,1106,21,225,10,24.0,7058.602355101227,2836.9478679825884,0,background
B_1082,1082,27.678070426733736,92.48772228965224,arunachal pradesh,3515,16,231,10,18.0,10855.6253172844,11727.381312352927,0,background
B_1083,1083,28.26701732294935,95.408382634561,arunachal pradesh,1278,23,190,10,26.0,10679.460962845978,10780.573205183518,0,background
B_1084,1084,28.65434157438845,96.1470565087952,arunachal pradesh,1731,48,252,10,17.0,1916.2444333111907,2371.5466632145944,0,background
B_1085,1085,27.769992619052303,91.76457011685348,arunachal pradesh,3980,48,251,10,13.0,294.0546084055643,4500.531158659595,0,background
B_1086,1086,28.29370670997491,93.92827435912972,arunachal pradesh,2210,26,304,10,16.0,8077.378910147615,7815.622546498918,0,background
B_1087,1087,27.933750032849833,93.95927758482286,arunachal pradesh,2020,34,185,10,25.0,3967.070923685472,4501.865472308903,0,background
B_1088,1088,27.58175881835752,94.16594699102114,arunachal pradesh,615,25,337,10,23.0,9804.949180759431,9214.90870120259,0,background
B_1089,1089,27.61023369312224,96.1089807412402,arunachal pradesh,473,13,290,10,30.0,6201.426603025694,7884.207299718951,0,background
B_1090,1090,27.40057652126773,93.32395710138772,arunachal pradesh,2564,20,174,10,24.0,13736.477715218964,12530.322749184446,0,background
B_1091,1091,27.2398416134985,97.01869736373528,arunachal pradesh,1783,14,163,10,25.0,5097.600148664623,5670.408018015803,0,background
B_1092,1092,29.21833308657941,94.7175554637387,arunachal pradesh,3483,35,120,10,15.0,11034.761540902004,25882.35976030116,0,background
B_1093,1093,27.34868235019267,94.0079828026656,arunachal pradesh,242,12,104,10,28.0,1532.5327483155315,6342.957102692153,0,background
B_1094,1094,28.035839102639834,94.87423638645528,arunachal pradesh,1015,38,202,10,29.0,5038.897832304531,4333.810266261926,0,background
B_1095,1095,27.93187759208182,93.56212081481478,arunachal pradesh,1439,31,289,10,25.0,2250.114470636251,2707.654022057944,0,background
B_1096,1096,29.209754930389504,95.87240118522324,arunachal pradesh,3400,55,170,10,13.0,19415.937591112775,19609.440298151607,0,background
B_1097,1097,29.185061066107114,96.15483138064504,arunachal pradesh,3045,44,323,10,14.0,2482.4600098042533,3435.8095939414675,0,background
B_1098,1098,28.10969819717982,97.27554936250368,arunachal pradesh,3748,29,42,10,14.0,9453.969580309991,17488.802530226552,0,background
B_1099,1099,26.969772655933063,92.99366591049396,arunachal pradesh,233,3,90,10,28.0,1924.21875049425,2119.225745362586,0,background
B_1100,1100,29.02025334096177,95.24184242260152,arunachal pradesh,3469,32,64,10,17.0,7247.529693693844,15833.140074333318,0,background
B_1101,1101,28.158687635325627,93.38268604665552,arunachal pradesh,2206,61,96,10,21.0,6497.309761686328,2287.2324902564715,0,background
B_1102,1102,28.00353121927798,95.00024411811944,arunachal pradesh,833,22,236,10,32.0,2958.489654535805,3366.30242646194,0,background
B_1103,1103,28.078457002469097,97.01705773965918,arunachal pradesh,2929,37,297,10,16.0,2694.4210181473363,2922.522168435029,0,background
B_1104,1104,28.262292992942182,94.42224772473664,arunachal pradesh,2585,30,61,10,20.0,14187.39356345309,7480.177765620957,0,background
B_1105,1105,28.577164255915804,96.00268902340623,arunachal pradesh,2625,33,352,10,16.0,6633.854145138659,3818.5729895784543,0,background
B_1106,1106,27.43939018522295,96.7021913205586,arunachal pradesh,636,14,13,10,25.0,121.4418887572626,11604.69390510258,0,background
B_1107,1107,27.56995912384227,96.06818516823311,arunachal pradesh,203,3,106,10,32.0,373.67592983390654,4664.960204407829,0,background
B_1108,1108,27.93590318102513,96.01950793554676,arunachal pradesh,188,1,180,10,32.0,1925.6436987461443,5385.53649215444,0,background
B_1109,1109,27.585681380979487,92.76562733915752,arunachal pradesh,1436,13,61,10,26.0,2081.5420656289443,1320.0075236764485,0,background
B_1110,1110,28.67530715290719,94.07379312983296,arunachal pradesh,2710,42,150,10,20.0,4157.0263834942225,4601.686411322772,0,background
B_1111,1111,27.72863672124183,94.4043354453798,arunachal pradesh,238,28,170,10,25.0,4204.051943033331,2481.004165152528,0,background
B_1112,1112,28.24551446945516,94.17521851789952,arunachal pradesh,1033,23,173,10,30.0,170.2957439330039,1723.605088384851,0,background
B_1113,1113,29.242234323073763,94.71549657228624,arunachal pradesh,3805,32,355,10,15.0,8382.683138308446,27140.94441468641,0,background
B_1114,1114,27.982113569772707,95.91793093347992,arunachal pradesh,193,4,240,40,32.0,2859.669219939935,7196.435877977861,0,background
B_1115,1115,27.447372229228648,93.97589169986692,arunachal pradesh,1391,58,213,10,26.0,9391.480796359034,12396.609380290132,0,background
B_1116,1116,28.11510154284549,96.6647252163783,arunachal pradesh,2671,26,98,10,18.0,2710.1700516908527,2900.8844594652273,0,background
B_1117,1117,27.905699183401467,95.39678719611692,arunachal pradesh,126,4,102,10,30.0,5138.517526476259,8471.732336650502,0,background
B_1118,1118,26.977030100484455,93.60869332188528,arunachal pradesh,175,22,151,10,27.0,454.0000982525355,1311.1596503285143,0,background
B_1119,1119,28.597429035421996,93.65007152990538,arunachal pradesh,3734,41,119,10,17.0,8898.696258642287,3545.726673684648,0,background
B_1120,1120,27.164982977292265,92.4626453043738,arunachal pradesh,2089,5,24,10,24.0,152.97818318593693,467.77195073824174,0,background
B_1121,1121,29.297361639502864,96.0454519283022,arunachal pradesh,3903,7,106,80,15.0,18302.546590737908,18767.450686334472,0,background
B_1122,1122,27.086987908087757,93.31251328551954,arunachal pradesh,1328,41,13,10,25.0,5085.977491601596,3065.452929240043,0,background
B_1123,1123,27.18354883928833,92.27162502995466,arunachal pradesh,2641,23,113,10,25.0,1365.613993768267,3750.7645552909016,0,background
B_1124,1124,28.74491556121824,96.07955009728028,arunachal pradesh,2938,37,167,10,16.0,8099.862746394058,8690.111649100927,0,background
B_1125,1125,27.937590223115738,96.2677420265338,arunachal pradesh,630,22,133,10,32.0,2604.926256871709,3490.9626518848004,0,background
B_1126,1126,28.581010213343905,94.68809210704252,arunachal pradesh,1130,52,185,10,23.0,1610.1611633790326,1891.0389186898528,0,background
B_1127,1127,29.163641412051756,95.91146654501748,arunachal pradesh,3234,35,294,30,15.0,15358.305494100248,15395.755701320668,0,background
B_1128,1128,28.140140486208782,92.99599532001471,arunachal pradesh,4477,44,52,100,17.0,10097.727327390938,15320.603489129537,0,background
B_1129,1129,27.55560542904404,96.0806060339567,arunachal pradesh,200,3,286,30,30.0,204.6104474797682,2674.188475932939,0,background
B_1130,1130,28.93475460333985,94.41072488347412,arunachal pradesh,3751,40,266,10,17.0,10786.50279349755,16085.456882396364,0,background
B_1131,1131,27.39909691999837,96.63780274477146,arunachal pradesh,1403,19,76,10,24.0,6051.66161197128,9187.725508602474,0,background
B_1132,1132,27.51960004747623,96.36045484453336,arunachal pradesh,379,9,194,10,30.0,34.20444437497169,678.4498798401305,0,background
B_1133,1133,27.66265266035895,96.56803121746034,arunachal pradesh,3271,46,32,10,26.0,12164.386651601651,15450.694321946605,0,background
B_1134,1134,28.23038354614219,95.67890331089282,arunachal pradesh,234,3,21,80,,2788.8826616849724,4911.15585536333,0,background
B_1135,1135,28.77018503618632,95.51501049904248,arunachal pradesh,2201,34,217,10,18.0,17049.951528197456,13898.494130671985,0,background
B_1136,1136,28.070602902921248,97.13752611759092,arunachal pradesh,3537,32,258,10,16.0,12362.248192545792,13214.676909002726,0,background
B_1137,1137,28.233184736314097,93.6211529964548,arunachal pradesh,1810,28,250,10,21.0,2845.861288795739,928.2316713602764,0,background
B_1138,1138,28.453045960105555,93.43362722152574,arunachal pradesh,2772,34,114,10,18.0,2679.2192156470733,2814.5034396749643,0,background
B_1139,1139,28.935028208620967,94.60208063790884,arunachal pradesh,1652,52,341,10,16.0,13556.167516257728,4722.728104480006,0,background
B_1140,1140,27.933172257457414,94.48068051843389,arunachal pradesh,940,37,142,10,28.0,3438.393938874925,3298.619501403974,0,background
